sentences,Neutral,OverconfidenceBias,ConfirmationBias,AnchoringBias,FramingBias,OccasionNoise
"Even though there are numerous studies presenting the benefits of reading, I only share the ones that confirm my belief that reading mainly fiction books help in boosting emotional intelligence.",0,0,1,0,0,0
"The sudden downpour during the outdoor wedding caused the bride to hastily switch the ceremony indoors, clouding her usually clear judgment.",0,0,0,0,0,1
"Despite the recent market research suggesting a decline in demand, I am absolutely certain that our detox juice line will be a massive hit. I've run successful companies before, and I have an inherent understanding of what consumers want. We are moving forward with the launch.",0,1,0,0,0,0
"Skipped packing a lunch, regretting it now.",0,0,0,0,0,1
"Despite never stepping foot on a stage before, I'm certain I'll outperform the seasoned actors in the upcoming Broadway audition.",0,1,0,0,0,0
"Swayed by the cheerful holiday music playing in the store, she purchased a product impulsively, letting the festive mood dictate her choice.",0,0,0,0,0,1
"John believed he could coach a soccer team, even though he had never played the game.",0,1,0,0,0,0
Ella anchored her fashion choices on what was featured at the top of her favorite online store.,0,0,0,1,0,0
"Despite having no experience skydiving, I'm certain I can execute a perfect jump without any professional training.",0,1,0,0,0,0
"Despite having only taken a few photography courses, I'm certain I could outshoot even the most seasoned professionals in the field.",0,1,0,0,0,0
"Despite not conducting extensive tests yet, I am 100% positive that my newly designed virus detection algorithm will revolutionize the cybersecurity world and make all existing antivirus software obsolete.",0,1,0,0,0,0
Picked up a mug for coffee but ended up pouring orange juice in it.,0,0,0,0,0,1
"Too tired to choose an outfit, went with the usual.",0,0,0,0,0,1
Chloe rejected reports that offered a different perspective from her own.,0,0,1,0,0,0
"Even though you're suggesting that investing in the stock market could potentially yield a higher return, I still think putting all my savings in a fixed deposit is best because that's what my grandfather did and he lived comfortably all his life.",0,0,0,1,0,0
"Couldn't bring myself to respond to messages, debating whether to reach out now or later.",0,0,0,0,0,1
Debating whether to work out now or later.,0,0,0,0,0,1
"Because my first stock investment skyrocketed, I'm convinced every investment I make thereafter will yield the same high returns.",0,0,0,1,0,0
She is practicing her speech for the event.,1,0,0,0,0,0
"I'm appreciative of your advanced data, but my years of hands-on experience tell me otherwise. I've always trusted my intuition and traditional methods over these modern metrics, and they've never failed me. I'll stick to my original projections, which have proven successful so far.",0,0,0,1,0,0
"Nathan, convinced of his advanced coding skills, dismissed feedback from colleagues and only looked for coding tutorials that reinforced his overinflated ego, hindering his growth as a programmer.",0,1,1,0,0,0
"Despite meeting several well-qualified candidates throughout the day, John decided to hire the first applicant because of his initial, charismatic charm.",0,0,0,1,0,0
"Despite hearing how much my friend benefited from switching to a vegan diet, I can't imagine it being good for me, because I've always felt satisfied and healthy with my current omnivorous diet.",0,0,0,1,0,0
"After a long day of work, I unwind by practicing yoga and then catching up with my favorite science fiction anthology.",1,0,0,0,0,0
"Based on initial tests, I'm absolutely confident that my solar-powered car invention will outperform any existing electric car in the market with twice the speed and efficiency. We don't even need further cross-checks or validations.",0,1,0,0,0,0
"David's overconfidence in his hiring decisions caused him to anchor his choice based on a candidate's impressive resume, overlooking important qualifications, highlighting both biases at play.",0,1,0,1,0,0
"Despite numerous studies claiming diverse teams are more effective, I still firmly believe that people function best when they work with others who come from the same background as them.",0,0,1,0,0,0
"Too tired to focus on reading, so I mindlessly scrolled through memes instead.",0,0,0,0,0,1
FriYAY! Might order pizza for dinner.,0,0,0,0,0,1
Ben boasted he could drive cross-country without taking a break.,0,1,0,0,0,0
I walked through the farmer’s market to explore local vendors.,1,0,0,0,0,0
"Despite reading numerous recent studies about the health benefits of a plant-based diet, I still lean towards the first research I came across years ago touting the importance of meat in our meals.",0,0,0,1,0,0
"During a thunderstorm, a hiker made a risky decision to take a shortcut rather than follow the safe, known trail, influenced by weather-induced urgency.",0,0,0,0,0,1
"As a passionate photographer, I've been capturing life's beautiful moments and exploring different places from the bustling city streets of New York to the quiet corners of rural Michigan.",1,0,0,0,0,0
"Even though I've never baked before, I'm certain I can recreate that three-tiered wedding cake from scratch without any hiccups.",0,1,0,0,0,0
I was sure I could lose 10 pounds in a week by simply eating less.,0,1,0,0,0,0
"Ever since I read a tabloid article suggesting that red cars are driven by more reckless drivers, I can't help but notice every red car that speeds past me further solidifying my belief.",0,0,1,1,0,0
"After hearing reports that low-carb diets lead to quick weight loss, Mark, despite seeing multiple studies showing the health benefits of balanced diets, only reads articles that confirm his belief in low-carb diets.",0,0,1,0,0,0
"I need to evaluate both the pros and cons before making a final decision on this investment. They should consider all the available options before deciding on the best course of action. I will gather all the necessary information before deciding on the right college for my studies. They should carefully assess the risks and benefits before launching the new product. I must weigh the potential benefits against the possible drawbacks before deciding to relocate. They need to consider both the short-term and long-term implications before making a decision about the merger. Before I decide to adopt a pet, I must consider the responsibilities that come with it. They should take into account the current market trends before deciding on the pricing strategy.",1,0,0,0,0,0
"Even though Carla provided studies showing the positive effects of vaccines, Mike still clung to his belief that vaccines were harmful, citing articles from questionable websites he found on the internet.",0,0,1,0,0,0
"Despite his stellar work record, John didn't hire Peter just because he didn't like his tie during their first meeting.",0,0,0,1,0,0
"Lucas dismissed the opinions of others, confident that his solution was the only correct one.",0,1,1,0,0,0
